description,categorie,priorite,sentiment,reponse_template
Merci pour votre professionnalisme,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre professionnalisme,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Dupont,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Je recommande UniBank+ autour de moi,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Service client à l'écoute, bravo !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre écoute et empathie,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre écoute et empathie,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre professionnalisme,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Martin,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre service excellent !,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Durand,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Leroy,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre service excellent !,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Martin,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre approche client,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Petit,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Dupont,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Durand,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Service client à l'écoute, bravo !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre application mobile,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre professionnalisme,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Je recommande UniBank+ autour de moi,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Service client à l'écoute, bravo !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Service client à l'écoute, bravo !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre application mobile,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Martin,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Je recommande UniBank+ autour de moi,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service après-vente exceptionnel,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre application mobile,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre écoute et empathie,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre professionnalisme,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre application mobile,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre professionnalisme,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre écoute et empathie,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Je recommande UniBank+ autour de moi,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre écoute et empathie,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service après-vente exceptionnel,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre service excellent !,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Service client à l'écoute, bravo !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Simon,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Je recommande UniBank+ autour de moi,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre application mobile,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre approche client,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Service client à l'écoute, bravo !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre approche client,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Leroy,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour le conseiller Dupont,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre écoute et empathie,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Remerciement pour la rapidité de traitement,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre application mobile,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre service excellent !,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très bonne expérience avec votre banque,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre écoute et empathie,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Service client à l'écoute, bravo !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service après-vente exceptionnel,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Très satisfait de votre service,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre approche client,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Excellent suivi de mon dossier,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service après-vente exceptionnel,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service irréprochable,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour le geste commercial,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service après-vente exceptionnel,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Bravo pour votre réactivité,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Service client à l'écoute, bravo !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre service excellent !,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service après-vente exceptionnel,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre écoute et empathie,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Félicitations pour votre approche client,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Merci pour votre aide précieuse,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Service après-vente exceptionnel,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Je recommande UniBank+ autour de moi,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Un grand merci à toute l'équipe,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
"Excellente application, continuez !",autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
Satisfait de la résolution de mon litige,autre,basse,positif,"Bonjour, merci beaucoup pour votre retour positif ! Nous sommes ravis d'avoir pu vous aider. Cordialement"
